episode,reward
0,833.5548172757367
1,888.8888888888724
2,922.2999999999903
3,-18.64406779661088
4,801.0989010988882
5,878.0564263322683
6,858.2089552238646
7,864.1577060931752
8,808.7947882735967
9,837.4999999999842
10,775.4098360655604
11,805.9233449477201
12,904.0999999999873
13,725.6578947368273
14,869.7986577181034
15,837.4999999999842
16,928.5999999999891
17,847.3684210526137
18,604.819277108421
19,826.9102990033113
20,864.5669291338452
21,853.5714285714117
22,809.6573208722547
23,853.7366548042572
24,835.4838709677316
25,860.9120521172439
26,866.2162162161968
27,822.0338983050699
28,893.2203389830358
29,812.7725856697624
30,906.6999999999823
31,804.0590405903941
32,46.17940199335417
33,910.2999999999844
34,908.0999999999894
35,859.8540145985219
36,774.6081504702013
37,804.6153846153738
38,859.9999999999847
39,871.4285714285538
40,810.2167182662429
41,880.5825242718289
42,828.571428571418
43,907.8999999999851
44,839.9293286218916
45,857.4468085106254
46,806.8965517241211
47,885.2941176470397
48,885.6115107913489
49,892.8315412186231
50,871.0144927536122
51,754.4303797468253
52,788.135593220324
53,896.0317460317322
54,827.5362318840477
55,830.795847750855
56,817.4311926605322
57,836.3057324840563
58,819.0031152647782
59,873.2824427480795
60,810.9589041095713
61,861.0778443113604
62,822.5589225589057
63,831.2714776632123
64,824.7311827956847
65,875.6097560975463
66,601.4925373134164
67,880.4687499999847
68,888.8059701492361
69,769.2579505300195
70,833.9622641509242
71,786.3636363636193
72,889.864864864845
73,838.837920489278
74,607.2463768115803
75,814.6757679180698
76,876.8976897689663
77,829.3286219081112
78,883.2214765100492
79,834.7826086956355
80,854.8387096774093
81,677.7777777777627
82,337.4999999999872
83,29.824561403508195
84,825.3246753246573
85,756.7164179104334
86,848.1707317072994
87,797.6109215016876
88,861.2903225806349
89,807.063197026009
90,705.7971014492588
91,524.9999999999873
92,837.7049180327731
93,928.0999999999915
94,843.7499999999858
95,805.9233449477213
96,706.8535825545
97,824.8366013071701
98,865.9090909090736
99,882.1428571428396
100,920.1999999999938
101,876.7441860465012
102,861.1650485436735
103,858.4905660377234
104,815.7509157509031
105,896.2962962962795
106,757.6512455515876
107,844.0993788819708
108,854.3973941367881
109,816.9329073482303
110,791.9860627177553
111,865.397923875422
112,889.8648648648452
113,-21.052631578948063
114,857.4468085106254
115,840.1408450704045
116,799.3506493506316
117,788.8888888888697
118,926.0999999999888
119,783.3333333333221
120,935.8999999999953
121,824.8366013071695
122,828.5714285714122
123,880.1980198019698
124,829.712460063885
125,880.5825242718288
126,892.3371647509475
127,858.4775086505085
128,679.264214046806
129,669.491525423714
130,821.6417910447635
131,871.428571428554
132,840.5940594059299
133,862.1993127147581
134,840.5204460966398
135,930.5999999999948
136,808.5365853658365
137,867.27272727271
138,882.758620689638
139,880.9160305343387
140,613.043478260855
141,902.6999999999837
142,873.1543624160895
143,923.2999999999852
144,837.4999999999812
145,816.6666666666518
146,901.3999999999902
147,807.849829351517
148,852.0547945205298
149,889.8305084745613
150,788.5135135134952
151,795.7654723126856
152,791.6083916083762
153,864.2857142856969
154,858.8014981273278
155,878.6476868327263
156,808.5714285714167
157,805.2287581699169
158,842.307692307677
159,872.2222222222024
160,799.6415770609193
161,916.0999999999855
162,905.399999999984
163,809.3851132685929
164,794.568690095834
165,883.7133550488398
166,825.2669039145766
167,880.7692307692156
168,783.7209302325485
169,777.6978417266012
170,866.1016949152394
171,789.6551724137782
172,855.0173010380518
173,912.5999999999906
174,864.5390070921853
175,871.9298245613855
176,844.2508710801243
177,868.1978798586407
178,884.2519685039243
179,799.3506493506316
180,861.6858237547785
181,809.7744360902071
182,-3.914590747331459
183,864.8562300319362
184,829.3680297397619
185,755.345911949667
186,841.9354838709577
187,928.5999999999896
188,825.806451612893
189,844.615384615374
190,927.699999999995
191,926.5999999999909
192,846.6666666666553
193,812.5874125873964
194,850.6172839505995
195,864.1434262948093
196,872.2222222222024
197,926.8999999999915
198,930.1999999999919
199,925.7999999999905
200,834.853420195421
201,923.5999999999855
202,796.551724137914
203,755.1724137930868
204,881.0126582278388
205,819.2982456140179
206,751.1326860841269
207,796.8253968253831
208,743.2601880877565
209,809.7222222222038
210,871.6312056737456
211,808.814589665641
212,818.3006535947515
213,841.9354838709576
214,808.771929824544
215,855.0173010380521
216,863.9344262294944
217,738.23529411763
218,781.7567567567386
219,935.0999999999894
220,840.298507462671
221,895.9016393442424
222,857.1428571428397
223,813.9465875370812
224,869.1119691119499
225,869.4656488549493
226,852.8301886792257
227,845.3376205787627
228,862.1212121211946
229,797.0588235293939
230,870.7792207792028
231,886.1591695501627
232,885.2941176470396
233,896.5397923875331
234,771.7105263157738
235,872.1254355400546
236,836.6197183098407
237,852.3809523809418
238,789.6103896103724
239,864.0522875816789
240,860.5734767024941
241,785.6209150326606
242,712.6888217522476
243,887.951807228902
244,781.2260536398348
245,883.2775919732243
246,819.9999999999848
247,822.2972972972798
248,888.1422924901078
249,847.3684210526158
250,756.1872909698827
251,926.999999999993
252,862.4060150375749
253,806.6666666666549
254,931.2999999999951
255,844.0789473684052
256,928.8999999999937
257,883.4437086092609
258,839.8496240601315
259,823.3128834355718
260,-13.333333333333949
261,871.1191335739978
262,667.1641791044636
263,925.8999999999909
264,855.7823129251595
265,866.6666666666499
266,926.7999999999912
267,829.1784702549495
268,861.5384615384438
269,871.2230215827162
270,819.354838709661
271,830.1470588235113
272,837.062937062921
273,770.6896551724026
274,766.6666666666482
275,928.5999999999868
276,807.4733096085273
277,888.5496183205983
278,849.6402877697664
279,845.4545454545283
280,860.9120521172441
281,827.5862068965351
282,849.820788530451
283,879.6511627906891
284,776.6666666666547
285,867.9715302490964
286,847.5308641975129
287,781.9672131147402
288,811.1842105262999
289,869.8113207547046
290,809.4488188976244
291,811.2426035502789
292,808.814589665641
293,877.6951672862305
294,928.1999999999874
295,831.5068493150505
296,799.9999999999897
297,873.9413680781557
298,867.6258992805575
299,868.965517241362
300,925.2999999999901
301,856.6929133858139
302,840.7665505226332
303,934.0999999999979
304,825.7950530035173
305,797.6897689768869
306,862.9629629629461
307,908.6999999999846
308,838.9067524115603
309,858.0419580419418
310,838.8489208632915
311,896.4912280701574
312,810.5431309904026
313,862.1212121211948
314,927.899999999994
315,864.1434262948093
316,889.0109890109766
317,809.0909090908901
318,802.1739130434668
319,828.082191780804
320,860.8540925266765
321,793.2384341636888
322,816.666666666655
323,869.3486590038209
324,927.2999999999911
325,887.0967741935385
326,837.2822299651418
327,774.1007194244432
328,871.5302491103064
329,729.1814946619078
330,867.8571428571255
331,854.1284403669539
332,929.1999999999902
333,808.1632653061121
334,870.0374531835076
335,877.0114942528631
336,550.3267973856061
337,804.2904290428938
338,788.5448916408565
339,777.3006134969218
340,882.3943661971642
341,834.7079037800505
342,866.7774086378636
343,812.0879120878993
344,726.9230769230626
345,821.2328767123109
346,838.1107491856487
347,929.6999999999875
348,854.1984732824307
349,928.1999999999916
350,815.8878504672706
351,848.3870967741833
352,926.0999999999882
353,842.2382671480043
354,866.2921348314479
355,829.8892988929774
356,809.4202898550609
357,591.2751677852209
358,784.0125391849353
359,821.7687074829828
360,853.9473684210368
361,746.9387755101933
362,837.9310344827417
363,859.752321981413
364,817.5257731958585
365,862.199312714758
366,788.198757763959
367,882.1428571428402
368,896.3636363636192
369,830.5555555555371
370,821.3483146067286
371,862.2641509433839
372,791.9860627177551
373,889.4366197182908
374,798.24561403507
375,858.6206896551552
376,872.3183391003356
377,603.1249999999859
378,863.8989169674991
379,852.2184300341104
380,826.8292682926657
381,790.2439024390075
382,889.3992932862022
383,794.1979522184114
384,837.4999999999844
385,827.6729559748236
386,862.0689655172243
387,892.5650557620668
388,892.5925925925757
389,801.3605442176762
390,855.0173010380522
391,892.2480620154939
392,852.3809523809417
393,862.3287671232695
394,847.3684210526162
395,816.3763066201939
396,848.1481481481316
397,783.2807570977785
398,866.5551839464688
399,896.5156794424938
400,902.3999999999795
401,788.5245901639217
402,888.7218045112592
403,784.4884488448733
404,870.8029197080106
405,795.6834532373923
406,865.9863945578128
407,869.4915254237139
408,928.6999999999933
409,882.269503546086
410,863.9999999999847
411,861.2403100775091
412,802.5270758122639
413,835.7142857142687
414,881.8840579710034
415,923.6999999999854
416,866.7896678966672
417,808.7719298245438
418,768.243243243225
419,867.3913043478146
420,817.5257731958586
421,791.4473684210373
422,848.3394833948227
423,889.2086330935068
424,828.0303030302862
425,657.925072046093
426,861.9377162629653
427,854.3859649122628
428,867.105263157879
429,791.3043478260755
430,883.1081081080881
431,831.972789115636
432,695.5974842767116
433,834.027777777759
434,757.1428571428446
435,826.3157894736665
436,926.2999999999928
437,822.0779220779045
438,866.1538461538357
439,879.72972972971
440,807.8947368420896
441,809.4202898550636
442,854.8387096774093
443,858.1993569131679
444,888.2352941176275
445,725.783972125421
446,849.2063492063314
447,700.6230529594842
448,849.7907949790622
449,762.499999999986
450,782.3529411764592
451,877.5641025640871
452,745.890410958887
453,709.6590909090773
454,829.3286219081115
455,889.208633093507
456,864.4970414201009
457,849.4163424124383
458,861.805555555536
459,886.7986798679764
460,868.9655172413621
461,830.6358381502718
462,845.3376205787627
463,834.7079037800506
464,860.655737704904
465,885.6630824372609
466,839.5161290322417
467,833.7979094076504
468,832.0388349514413
469,876.5624999999847
470,896.3369963369837
471,839.1025641025492
472,876.5886287625225
473,867.320261437888
474,790.6249999999847
475,862.4573378839398
476,804.605263157879
477,926.8999999999894
478,827.6315789473531
479,929.2999999999889
480,841.9354838709576
481,926.3999999999892
482,657.2254335259944
483,822.509225092239
484,876.1092150170454
485,931.7999999999894
486,840.3973509933666
487,925.0999999999906
488,807.6433121018915
489,828.5714285714116
490,893.2432432432239
491,808.0882352940998
492,810.0346020761137
493,624.8322147650862
494,871.1191335739976
495,896.0629921259713
496,546.4285714285558
497,869.2307692307592
498,888.5496183205985
499,755.7993730407343
500,825.5663430420553
501,820.2898550724523
502,936.7999999999953
503,486.20689655171105
504,788.135593220324
505,840.1993355481624
506,869.1119691119499
507,916.799999999984
508,838.5665529010047
509,797.1631205673627
510,686.8338557993567
511,849.5268138801139
512,834.4827586206725
513,829.5302013422646
514,892.8057553956655
515,849.4584837545027
516,866.5551839464689
517,862.7118644067647
518,842.2382671480044
519,928.3999999999888
520,827.4809160305216
521,861.9377162629654
522,710.5590062111644
523,792.9577464788574
524,816.6666666666493
525,885.8657243816086
526,815.1291512915012
527,870.099667774076
528,927.8999999999943
529,834.9315068492973
530,932.399999999991
531,805.4054054053865
532,777.4834437085981
533,836.2416107382379
534,889.4366197182908
535,841.7808219177899
536,763.0573248407451
537,881.8840579710034
538,840.3973509933666
539,782.5301204819152
540,799.3288590603861
541,826.0563380281508
542,782.5396825396656
543,910.6999999999931
544,827.5362318840391
545,874.4525547445069
546,849.3670886075852
547,801.960784313706
548,867.6258992805574
549,800.99009900989
550,878.8732394366007
551,796.6565349543947
552,792.5373134328212
553,728.6604361370539
554,794.7368421052483
555,934.2999999999879
556,837.0370370370205
557,927.6999999999917
558,809.6573208722551
559,738.2352941176299
560,863.8989169674993
561,869.2832764504925
562,799.6655518394464
563,892.1874999999851
564,826.3803680981487
565,872.3183391003353
566,846.5020576131554
567,864.9122807017363
568,886.5771812080355
569,886.7109634551394
570,868.1978798586408
571,825.4237288135445
572,818.5185185185021
573,660.655737704905
574,930.0999999999877
575,868.652037617535
576,885.9649122806837
577,828.1045751633787
578,772.6114649681336
579,832.1428571428402
580,861.4147909967688
581,780.1652892561859
582,886.3481228668746
583,798.4962406014863
584,905.799999999984
585,839.8734177215092
586,910.5999999999818
587,833.993399339923
588,875.0889679715164
589,783.561643835599
590,922.3999999999894
591,931.1999999999949
592,892.8057553956661
593,808.1967213114618
594,863.0996309962984
595,868.5039370078612
596,810.8280254776876
597,866.5653495440607
598,860.4316546762409
599,771.5277777777595
600,806.3444108761136
601,798.9898989898819
602,854.8387096774094
603,786.120996441267
604,869.1119691119501
605,854.7038327525981
606,480.64516129031597
607,893.8461538461436
608,753.2934131736362
609,913.4999999999852
610,844.7852760736088
611,886.4864864864669
612,834.5454545454379
613,858.1881533100894
614,892.67399267398
615,815.708812260525
616,779.629629629613
617,911.9999999999843
618,869.798657718103
619,843.4628975264853
620,888.7640449438074
621,925.999999999996
622,747.8260869565055
623,844.6494464944532
624,855.4794520547762
625,763.7873754152708
626,889.3617021276463
627,810.8910891088999
628,797.1631205673624
629,860.4316546762408
630,779.1540785498298
631,929.5999999999949
632,863.8554216867333
633,740.3908794788094
634,870.6840390879278
635,812.2807017543682
636,877.3462783171365
637,595.3846153846076
638,877.6951672862302
639,880.8917197452031
640,850.1779359430465
641,864.6643109540469
642,885.4545454545287
643,928.7999999999889
644,883.0508474576122
645,745.1612903225698
646,858.4775086505089
647,812.6984126983988
648,929.7999999999967
649,929.799999999992
650,718.7702265372013
651,795.4248366012879
652,871.1191335739976
653,788.8888888888715
654,791.2280701754214
655,829.1044776119228
656,824.2902208201767
657,883.1081081080885
658,742.1052631578847
659,808.4967320261246
660,926.8999999999878
661,863.5036496350186
662,743.205574912877
663,740.3614457831218
664,793.3333333333214
665,817.218543046347
666,873.2441471571713
667,879.2387543252491
668,892.9078014184264
669,926.0999999999856
670,822.5352112675873
671,871.8875502007894
672,783.2116788320998
673,863.0872483221299
674,902.1999999999864
675,865.9090909090736
676,867.9999999999845
677,856.2499999999858
678,731.0344827586038
679,646.0317460317307
680,847.2049689440826
681,911.6999999999849
682,-58.33333333333399
683,829.5302013422644
684,682.8571428571307
685,613.8047138046979
686,833.579335793346
687,785.9060402684394
688,875.4385964912101
689,831.0344827586018
690,850.5300353356731
691,852.941176470569
692,896.6101694915104
693,706.0606060605877
694,926.3999999999885
695,715.1815181518036
696,857.0312499999849
697,829.9610894941502
698,878.8732394366007
699,814.1104294478416
700,741.0596026489961
701,845.945945945927
702,741.2256267409352
703,870.1986754966781
704,920.6999999999881
705,841.4062499999851
706,846.1279461279285
707,926.9999999999912
708,868.3098591549109
709,804.7619047618939
710,877.186311787052
711,918.2999999999929
712,812.751677852332
713,919.999999999994
714,846.4882943143622
715,871.1191335739975
716,872.2222222222026
717,835.9430604982068
718,888.3720930232455
719,881.4814814814652
720,679.9442896935809
721,927.9999999999892
722,862.711864406765
723,871.830985915474
724,837.4999999999808
725,825.2669039145768
726,869.072164948435
727,835.7798165137428
728,580.9651474530729
729,882.2064056939363
730,843.4523809523688
731,417.1339563862794
732,833.3333333333155
733,875.8620689655
734,927.0999999999946
735,910.8999999999903
736,812.2137404580038
737,858.18815331009
738,864.9805447470685
739,849.5268138801133
740,823.0769230769076
741,799.6415770609177
742,869.4915254237138
743,795.2380952380787
744,840.4761904761785
745,759.0604026845475
746,794.9044585987064
747,818.5667752442805
748,724.0740740740581
749,843.3962264150748
750,832.1533923303757
751,858.1881533100897
752,893.1740614334277
753,867.6375404530586
754,928.9999999999878
755,934.9999999999964
756,748.7654320987494
757,870.8029197080108
758,829.8245614034938
759,884.9624060150187
760,929.1999999999916
761,922.9999999999952
762,889.0909090908917
763,869.6969696969525
764,889.010989010977
765,846.9964664310804
766,822.0338983050699
767,885.2941176470393
768,836.0269360269184
769,716.5137614678732
770,927.9999999999898
771,893.2203389830357
772,811.3475177304832
773,827.1523178807838
774,874.3589743589586
775,845.1612903225705
776,852.0295202951913
777,824.0924092409133
778,903.0999999999805
779,801.0600706713622
780,754.8387096774085
781,880.988593155873
782,892.2480620154942
783,869.3877551020304
784,857.2368421052474
785,869.491525423714
786,796.6666666666548
787,841.1764705882152
788,664.890282131645
789,768.1672025723317
790,901.9999999999853
791,907.0999999999893
792,931.8999999999893
793,893.421052631563
794,860.9929078014053
795,925.1999999999971
796,824.1877256317587
797,-19.614147909968455
798,-20.634920634921226
799,792.0634920634751
800,872.6562499999848
801,875.2321981424041
802,752.9411764705696
803,837.6947040498245
804,929.4999999999951
805,577.9661016949008
806,829.2035398230008
807,889.2857142856967
808,921.3999999999863
809,836.6197183098408
810,659.0759075907472
811,889.8305084745613
812,820.79207920791
813,810.2564102563952
814,855.0561797752681
815,847.5409836065434
816,889.2086330935069
817,860.2888086642502
818,878.9473684210346
819,858.3333333333144
820,835.3846153846048
821,788.1789137380066
822,830.3030303030114
823,829.3680297397623
824,889.7260273972414
825,756.6308243727447
826,933.0999999999942
827,862.5850340135951
828,823.9436619718145
829,721.7821782178105
830,867.2131147540845
831,880.2631578947211
832,884.5559845559652
833,786.1209964412673
834,923.9999999999883
835,867.8571428571255
836,875.7785467127925
837,889.3992932862027
838,819.87179487178
839,721.3166144200451
840,827.2727272727105
841,844.615384615374
842,759.7785977859658
843,863.5036496350184
844,925.7999999999938
845,865.6357388315967
846,48.03625377643449
847,933.2999999999963
848,845.3376205787628
849,925.1999999999867
850,896.2406015037407
851,872.9729729729537
852,881.949458483745
853,929.199999999989
854,753.2110091742949
855,840.624999999986
856,830.0699300699142
857,862.8482972136113
858,862.3287671232697
859,788.4892086330759
860,818.429003021129
861,796.1937716262867
862,882.0788530465802
863,874.0740740740576
864,809.4202898550606
865,877.3462783171365
866,751.7241379310177
867,932.7999999999972
868,843.8943894389329
869,843.8596491227892
870,811.5646258503294
871,804.615384615374
872,890.1639344262155
873,857.317073170714
874,688.5196374622177
875,906.6999999999815
876,931.799999999995
877,845.5128205128052
878,803.3333333333218
879,861.1307420494535
880,809.6385542168554
881,899.9999999999816
882,860.1449275362207
883,839.4904458598526
884,863.6363636363466
885,868.7499999999849
886,864.4128113878867
887,887.2204472843322
888,876.6536964980412
889,831.740614334452
890,864.4128113878868
891,912.799999999991
892,909.9999999999854
893,743.5582822085775
894,863.4551495016507
895,834.7079037800507
896,783.4355828220749
897,927.9999999999956
898,918.2999999999936
899,773.1563421828822
900,794.4099378881823
901,794.7368421052515
902,829.2929292929126
903,792.1568627450789
904,820.948616600779
905,859.9999999999887
906,932.1999999999879
907,896.5753424657347
908,933.2999999999938
909,885.8657243816086
910,905.0999999999823
911,804.0697674418507
912,864.2857142856973
913,930.499999999992
914,879.7979797979621
915,889.1304347825976
916,882.8178694157888
917,869.1780821917621
918,892.8057553956653
919,21.621621621621166
920,-0.7633587786265837
921,816.408668730639
922,876.7441860465015
923,846.9696969696796
924,892.5650557620675
925,872.2222222222023
926,828.571428571418
927,907.1999999999886
928,828.0821917808041
929,930.3999999999941
930,572.2972972972822
931,783.1168831168656
932,923.7999999999881
933,827.8350515463741
934,931.7999999999877
935,896.2686567164005
936,888.5496183205981
937,664.9006622516438
938,819.4139194139066
939,931.7999999999947
940,849.8207885304514
941,867.2727272727101
942,878.5714285714113
943,856.0439560439439
944,804.290429042893
945,931.0999999999971
946,819.1919191919021
947,928.6999999999949
948,711.0749185667585
949,862.8482972136113
950,869.6969696969522
951,834.5454545454375
952,926.0999999999931
953,809.0909090908938
954,750.2994011975885
955,843.2624113475047
956,870.3264094955373
957,806.1488673139004
958,834.9315068492971
959,852.830188679226
960,856.2289562289393
961,879.8657718120623
962,906.5999999999867
963,855.0561797752678
964,738.3561643835502
965,931.4999999999877
966,879.1666666666471
967,732.7645051194357
968,923.699999999995
969,827.0516717325106
970,757.6388888888708
971,837.6947040498252
972,694.8717948717808
973,827.3927392739167
974,827.835051546374
975,838.356164383544
976,788.8888888888723
977,929.4999999999874
978,865.6357388315967
979,888.5496183205988
980,858.7628865979202
981,849.9999999999828
982,856.6787003610009
983,832.4758842443579
984,835.1535836177283
985,890.066225165553
986,812.9129129128962
987,786.7924528301701
988,867.1532846715145
989,880.4560260586119
990,886.1111111110911
991,807.8947368420894
992,826.3456090651471
993,854.5454545454382
994,866.66666666665
995,843.8943894389334
996,889.4736842105086
997,796.3210702340957
998,422.1518987341631
999,871.1191335739976
